id	title	description	price	condition	link	availability	image_link	brand	gtin	mpn	google_product_category	product_type	shipping_weight	shipping_length	shipping_width	shipping_height	item_group_id	additional_image_link	age_group	gender	material	pattern	color	size
tinskinz-lion	TinSkinz Lion	Pre-designed tin with animals design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Lion_Front.png	TinSkinz		TS-LION	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-animals	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Lion_Back.png	adult	unisex	Aluminum	Animals	Multi	Standard
tinskinz-owl	TinSkinz Owl	Pre-designed tin with animals design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Owl_Front.png	TinSkinz		TS-OWL	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-animals	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Owl_Back.png	adult	unisex	Aluminum	Animals	Multi	Standard
tinskinz-parrot	TinSkinz Parrot	Pre-designed tin with animals design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Parrot_Front.png	TinSkinz		TS-PARROT	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-animals	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Parrot_Back.png	adult	unisex	Aluminum	Animals	Multi	Standard
tinskinz-peacock-14	TinSkinz Peacock	Pre-designed tin with animals design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Peacock_Front.png	TinSkinz		TS-PEACOCK-14	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-animals	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Peacock_Back.png	adult	unisex	Aluminum	Animals	Multi	Standard
tinskinz-peacock-15	TinSkinz Peacock 2	Pre-designed tin with animals design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Peacock 2_Front.png	TinSkinz		TS-PEACOCK-15	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-animals	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Peacock 2_Back.png	adult	unisex	Aluminum	Animals	Multi	Standard
tinskinz-turtle	TinSkinz Turtle	Pre-designed tin with animals design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Turtle_Front.png	TinSkinz		TS-TURTLE	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-animals	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Turtle_Back.png	adult	unisex	Aluminum	Animals	Multi	Standard
tinskinz-frog	TinSkinz Frog	Pre-designed tin with animals design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Frog_Front.png	TinSkinz		TS-FROG	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-animals	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Frog_Back.png	adult	unisex	Aluminum	Animals	Multi	Standard
tinskinz-ladybugs	TinSkinz Ladybugs	Pre-designed tin with animals design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Ladybugs_Front.png	TinSkinz		TS-LADYBUGS	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-animals	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Ladybugs_Back.png	adult	unisex	Aluminum	Animals	Multi	Standard
tinskinz-monkey	TinSkinz Monkey	Pre-designed tin with animals design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Monkey_Front.png	TinSkinz		TS-MONKEY	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-animals	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Monkey_Back.png	adult	unisex	Aluminum	Animals	Multi	Standard
tinskinz-elephant	TinSkinz Elephant	Pre-designed tin with animals design, perfect for birthdays, events, and special occasions. Includes candy and custom message option. Contact us at order@buyprintz.com or 617-505-0603 for custom orders.	9.99	new	https://buyprintz.com/tin-skinz	in_stock	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Elephant_Front.png	TinSkinz		TS-ELEPHANT	Food, Beverages & Tobacco > Food Items > Candy & Chocolate > Candy	TinSkinz	0.2	3	2	1	tinskinz-animals	https://buyprintz.com/assets/tin-skinz/designs/Animals/Animals/Elephant_Back.png	adult	unisex	Aluminum	Animals	Multi	Standard
